Price,Close,High,Low,Open,Volume
Ticker,META,META,META,META,META
Date,,,,,
2022-07-25,165.1992950439453,169.08518450414397,163.37531599182617,167.52884419406948,26166300
2022-07-26,157.7645721435547,164.55494803766118,156.57502132751043,164.49547276575285,28468400
2022-07-27,168.10379028320312,169.38255404365438,160.60960328940018,161.17463351463593,43846600
2022-07-28,159.32090759277344,160.1040238594666,153.50201173331402,159.65794420750422,73214300
2022-07-29,157.71502685546875,158.74596691052585,153.81922997825376,156.3172973966075,42065400
2022-08-01,158.5377655029297,163.7519856802314,153.87868310332334,155.8811027764834,40596700
2022-08-02,158.79551696777344,160.8276743398196,156.63448643098596,156.9318778971807,27374500
2022-08-03,167.33058166503906,168.06413020831988,160.16352379387357,161.2737692383806,31721900
2022-08-04,169.0851593017578,170.65139175643768,165.3479737145772,166.83491589703567,23938200
2022-08-05,165.6552734375,170.1161000053061,164.35667967902532,165.53632290266512,25832700
2022-08-08,168.7679443359375,175.96473933628346,165.67510931528614,166.5375309746696,27299100
2022-08-09,167.0629425048828,168.05423748924738,165.14975044552054,167.4792845832006,18655100
2022-08-10,176.78753662109375,178.90890719547573,172.4357524234894,174.4580025790822,30262100
2022-08-11,175.94493103027344,181.50609582783787,174.8346704958459,178.14560684060112,24079100
2022-08-12,178.92872619628906,179.8803759384062,177.35257096418084,179.23602518954743,21274000
2022-08-15,179.31532287597656,179.86053806278343,176.64873733810558,177.4021310965874,15878700
2022-08-16,177.90769958496094,179.41447209085894,175.49884507628477,177.8779619475911,21156700
2022-08-17,173.32791137695312,176.5892647931606,172.65382301032733,175.2212730535076,20118100
2022-08-18,173.13955688476562,174.22997211114853,170.36392836368074,172.82233528191773,18844500
2022-08-19,166.49790954589844,170.81995621310926,165.59582749443462,168.718400594473,26240800
2022-08-22,161.63063049316406,164.0493923798729,160.84749908058643,164.0493923798729,19499700
2022-08-23,159.70750427246094,163.6132081664498,159.30106977820242,161.06557329488396,18111800
2022-08-24,161.83877563476562,164.01963618816083,158.37916663370757,159.2019430923144,20891500
2022-08-25,167.31076049804688,167.409896043459,162.59220198006366,163.74209262665752,15550500
2022-08-26,160.37167358398438,169.43210756676726,160.2626305495521,167.01334580369445,24023600
2022-08-29,157.78440856933594,161.6306376497114,157.62579775394812,159.2614434264603,20052700
2022-08-30,155.7919158935547,160.25274310903546,154.5527972225878,158.95414916201582,19567900
2022-08-31,161.51168823242188,166.37895034709413,160.7285718323034,165.61566408238514,40953000
2022-09-01,163.92051696777344,165.9031066673711,158.95413521562654,162.15601334520824,30145700
2022-09-02,158.9243621826172,166.46809978843146,157.8339320403289,165.99228260177642,22634200
2022-09-06,157.1598663330078,160.28245393711506,156.3172748532642,158.70629888151421,19339800
2022-09-07,158.99378967285156,159.55883503081463,155.44495208745863,156.38667922477052,16831200
2022-09-08,160.64926147460938,160.8177798055024,156.3668750415445,157.32843237884535,22530800
2022-09-09,167.67752075195312,168.06412514515839,161.60089350110928,161.82888708531772,22086800
2022-09-12,167.48919677734375,169.89803617879264,165.8238134418822,165.93285648840623,23220400
2022-09-13,151.79701232910156,160.22302005883935,151.34100996124553,160.13379201067593,44444100
2022-09-14,150.15139770507812,152.2033697084969,147.75246653334455,151.99520630827243,43064200
2022-09-15,148.2481689453125,152.8576846035777,147.40556215248668,148.49599269308936,34606300
2022-09-16,145.0165252685547,147.28659907579265,143.03393545484252,146.7612139852357,40122800
2022-09-19,146.73147583007812,147.28659855580412,143.83689652739272,143.9756772088242,22169500
2022-09-20,144.81829833984375,147.54435988011144,143.95587643832175,144.51099927727674,23217400
2022-09-21,140.88282775878906,148.29772457574842,140.76387720990476,145.11566125945427,38338600
2022-09-22,141.57675170898438,143.32142537181252,139.64371445995508,140.3178028899763,34418500
2022-09-23,139.18771362304688,141.37846677265173,137.68094121464907,140.188915976952,31710700
2022-09-26,135.18287658691406,141.00178775969545,135.0044507707675,138.90023234956038,30497000
2022-09-27,133.23001098632812,138.20631496508062,132.9524496609116,136.71937281065303,30826500
2022-09-28,140.37728881835938,140.79363091292262,133.1011869794441,133.44813116193265,32658500
2022-09-29,135.22254943847656,138.6226838987271,134.02307587866284,138.14686655208894,38985400
2022-09-30,134.49888610839844,139.76267478552438,134.32046028508566,134.8656755106968,33166400
2022-10-03,137.40338134765625,138.40458371235383,134.9152366908158,135.94617669127948,27723100
2022-10-04,139.05885314941406,141.15048608050412,138.12703348447909,139.26703174250054,34670700
2022-10-05,137.77015686035156,138.9894604417,133.60672142963895,137.03660833682997,27979300
2022-10-06,137.85940551757812,140.2186773765416,135.41090561119663,136.5211511918853,36231100
2022-10-07,132.28829956054688,137.08616318033515,131.28709717066118,135.56948321426967,33214800
2022-10-10,132.62533569335938,134.92514708155127,130.72205133380032,132.3874346021392,24024000
2022-10-11,127.4210433959961,131.50518878521092,125.88454079530821,130.47423358950223,38481400
2022-10-12,126.39009857177734,128.5412066696093,125.15097995832855,127.20296764266038,34605200
2022-10-13,129.15582275390625,129.99842957946888,121.46337876939296,122.45467379901403,34325700
2022-10-14,125.65653991699219,130.6427443431372,125.41862370269885,129.8596280507722,23559400
2022-10-17,132.8731689453125,133.61664016062548,129.04676981879663,129.16573549889992,29612200
2022-10-18,131.6439666748047,136.6400863506628,130.25614472942863,135.89661517041276,25445000
2022-10-19,132.07020568847656,135.80739142500235,131.06900335762276,131.73316907721394,30691000
2022-10-20,130.38502502441406,135.57941606596407,130.1669389228935,131.7728319195805,26356300
2022-10-21,128.87823486328125,128.987277899163,124.3480253746499,125.21044703283174,46348600
2022-10-24,128.59075927734375,132.31802218177478,123.48558967928369,126.14225997579203,63563400
2022-10-25,136.31295776367188,137.1456569846256,129.45319879479754,129.74068278951964,38433200
2022-10-26,128.68991088867188,134.37002641761245,127.411132000014,130.53370487759855,82791500
2022-10-27,97.08741760253906,101.60771958540467,95.54099253236453,97.12707030310553,232316600
2022-10-28,98.33644104003906,99.97207897105858,96.66115797247939,98.71313790398267,95928300
2022-10-31,92.34902954101562,98.45540173117791,91.79389929610683,97.36497893611102,121361400
2022-11-01,94.37126922607422,96.64133540102044,92.73563873008625,93.50884752374887,110189600
2022-11-02,89.75183868408203,94.37126885823125,89.69236341187202,93.38988905186778,71821100
2022-11-03,88.13602447509766,89.67252688039356,87.64037707410301,89.29583757831013,60664000
2022-11-04,89.9996566772461,90.59443205045059,87.32315615335703,89.56348454083917,55638100
2022-11-07,95.87804412841797,96.0366473799833,92.28955386062118,93.95492959844655,81987300
2022-11-08,95.6302261352539,96.94865024901628,93.96485029760152,95.08501088129792,52088300
